Name,Rating,Description,Prep Time,Cook Time,Total Time,Servings,Ingredients,Image URL,prep_mins,cook_mins,total_mins,wait_mins,Category Code,Category Name,Category Description,llm_cuisine
Crispy Coated Cajun Fries,4.2,Potatoes are coated in a spicy mixture of corn flour and Cajun seasoning then deep fried until crispy. Very simple and really crunchy. I like mine extra spicy so I soak my cut potatoes in hot sauce for a few seconds before shaking them in the dry batter.,20 mins,10 mins,30 mins,6,"2 pounds russet potatoes, cut into fries | 1 cup corn flour | 2 tablespoons cornmeal | 2 tablespoons Cajun seasoning | 1 quart oil for deep frying | salt to taste",https://www.allrecipes.com/thmb/1JmhSeyT9z4s-Zf2GYRtv8u-qVc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8152422-10a4d20ba779408aa905418025df16da.jpg,20.0,10.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",American
Beef Stroganoff Casserole,4.5,"With this incredibly rich beef stroganoff casserole, all you need is a crisp green salad. Garnish with more dill sprigs if desired.",10 mins,50 mins,1 hr,8,"1 (12 ounce) package penne pasta | 1 (17 ounce) package refrigerated beef roast au jus | 2 tablespoons butter | 2 large fresh Portobello mushrooms, stems removed, coarsely chopped | 1 sweet onion, cut into thin wedges | 2 garlic cloves, minced | 3 tablespoons all-purpose flour | 2 tablespoons tomato paste | 1 (14 ounce) can beef broth | 1 tablespoon Worcestershire sauce | 1 teaspoon smoked paprika | ¼ teaspoon salt | ¼ teaspoon ground black pepper | 1 (8 ounce) carton sour cream, divided | 1 tablespoon prepared horseradish | 1 teaspoon chopped fresh dill",https://www.allrecipes.com/thmb/3qQe9KcPpjR6ci0F4qWSy9A-c5c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7751916-d2aa272b5fd243afa819bb6930a93ea9.jpg,10.0,50.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Blueberry Galette,5.0,"This blueberry galette, with its rustic appearance, is fun to make when fresh blueberries are in season. I enjoy the higher crust-to-fruit ratio. Serve with ice cream.",20 mins,45 mins,1 hr 35 mins,6,"1 ½ cups all-purpose flour | ½ cup cornmeal | ½ teaspoon fine salt | ½ cup cold unsalted butter, cubed | 6 tablespoons ice water, or as needed | 1 pound fresh blueberries, rinsed and dried | ½ cup white sugar | 1 tablespoon lemon juice | 2 teaspoons lemon zest | 1 ½ teaspoons cornstarch | 1 large egg, beaten | 1 teaspoon water | 1 tablespoon demerara sugar",,20.0,45.0,95.0,30.0,D,Short Wait,Wait time 1-30 min,American
Cuban Beans and Rice,4.2,"This Cuban beans and rice recipe was originally given to me by a friend, but I changed it. I have made it many times, and the leftovers work well wrapped in a tortilla, too. It's a very filling dish.",10 mins,50 mins,1 hr,6,"1 tablespoon olive oil | 1 cup chopped onion | 1 green bell pepper, chopped | 2 cloves garlic, minced | 1 teaspoon salt | 4 tablespoons tomato paste | 1 (15.25 ounce) can kidney beans, drained with liquid reserved | 1 cup uncooked white rice",https://www.allrecipes.com/thmb/Bb9TgWChpwBkIWKk1S088jkHupQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9409445-37804a59a27645d8b3f5ea9cc2fffcf8.jpg,10.0,50.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Other
Stuffed Portobello Mushrooms,4.7,"This stuffed portobello mushroom recipe combines fresh spinach, pepperoni, cheese, and seasoned bread crumbs for a delicious, easy filling. Serve as an appetizer or hearty side dish.",15 mins,25 mins,40 mins,4,"4 large portobello mushroom caps, stems and gills removed | 1 tablespoon reduced-fat Italian salad dressing | 1 large egg | 1 clove garlic, minced | salt and ground black pepper to taste | 1 (10 ounce) bag fresh spinach, chopped | ¼ cup chopped pepperoni | ¼ cup grated Parmesan cheese | ¼ cup shredded mozzarella cheese, divided | ¼ cup seasoned bread crumbs, divided",https://www.allrecipes.com/thmb/oWDLw3IBU0eNJM1CjrIx_nX1Nvk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/220810-spinach-stuffed-portobello-mushrooms-ddmfs-1x1-5591-290628f045b04495a9d286f9d4670b11.jpg,15.0,25.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",Italian
Zoodles alla Carbonara,3.8,"A twist on the traditional carbonara using zucchini squash noodles and omitting the cream for a gluten-free, low-carb, high-protein dish.",15 mins,5 mins,20 mins,2,"2 eggs | 1 egg yolk | ⅔ cup shredded Pecorino cheese, or to taste | 2 tablespoons olive oil | 2 ounces cubed pancetta, or to taste | 1 extra large zucchini, cut into noodle-shape strands | 2 tablespoons grated Parmigiano-Reggiano cheese | 2 teaspoons ground black pepper",https://www.allrecipes.com/thmb/zQCWa8wKo9c22SuCzcD8SLMA9JQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2513093-db077f21cff044159636e37429c1d384.jpg,15.0,5.0,20.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Italian
Costas French Market Doughnuts (Beignets),4.6,"As kids, we always put in a heartfelt request for these Costas French Market doughnuts (beignets) on Christmas Eve. It was quite a family affair — my mom would make up the dough, my dad would roll them out and cut them, and then after frying them up, we kids would take turns shaking them in a paper bag with confectioners' sugar! I finally got to go to New Orleans and was excited to try ""the real thing'"" at the famous Cafe Du Monde. I was so happy because my husband and I said our recipe was a near-carbon copy of Cafe Du Monde! We've made this recipe for over 40 years, and I promise it won't disappoint!",30 mins,30 mins,1 hr 30 mins,12,"½ cup water, room temperature | 1 tablespoon yeast | ½ cup white sugar | ¼ cup shortening | 1 teaspoon salt | 1 cup boiling water | 1 cup evaporated milk | 2 eggs, beaten | 7 ½ cups all-purpose flour | 1 quart vegetable oil for frying | 1 cup confectioners' sugar for dusting",,30.0,30.0,90.0,30.0,D,Short Wait,Wait time 1-30 min,American
Chocolate Pecan Pie,4.6,"This chocolate pecan pie is made just like a traditional pecan pie, with the addition of chocolate chips. As the pie bakes, the chips melt, adding rich, chocolaty flavor in every bite. It's always the first dessert to go at our family's Thanksgiving!",10 mins,40 mins,50 mins,8,"1 cup light corn syrup | ⅔ cup white sugar | ⅓ cup margarine or butter, melted | 3 large eggs | ½ teaspoon salt | 1 ½ cups semisweet chocolate chips | 1 cup pecan halves | 1 (9 inch) unbaked deep dish pie crust",https://www.allrecipes.com/thmb/CS-vbyBs4AGeIqI9zpZ54kc_Ci4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/ALR-13611-chocolate-pecan-pie-i-VAT-4x3-withcream-70b4f8d453294bf69c3a908b2541f62a.jpg,10.0,40.0,50.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Amish Meatloaf,4.5,"This is a recipe for Amish meatloaf topped with bacon strips and a ketchup glaze that I had while in Amish country in Holmes County, Ohio.",15 mins,1 hr,1 hr 15 mins,8,"2 pounds ground beef | 2 ½ cups crushed buttery round crackers | 1 ¾ cups ketchup, divided | 1 small onion, chopped | 3/4 cup brown sugar, divided | 2 eggs | 2 strips bacon | 2 tablespoons vinegar | 2 tablespoons prepared yellow mustard | ¾ teaspoon salt, or to taste",https://www.allrecipes.com/thmb/2mMFexmOaiiP7Mzx5f18MMQpchM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1459081-411ab31edfc949e5a7ab22ea240ceac2.jpg,15.0,60.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Light and Fluffy Spinach Quiche,4.7,"This easy spinach quiche recipe is tasty, fluffy, and easy to prepare. You'll love it. The spinach can be substituted for any fresh or frozen vegetable.",20 mins,55 mins,1 hr 15 mins,6,"½ cup light mayonnaise | ½ cup milk | 4 large eggs, lightly beaten | 1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry | 8 ounces shredded reduced-fat Cheddar cheese | ¼ cup chopped onion | 1 (9 inch) unbaked pie shell",,20.0,55.0,75.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Other
Strawberry and Feta Salad,4.8,This strawberry feta salad with crunchy toasted almonds and romaine lettuce is tossed in a sweet and tangy dressing. A guaranteed pleaser for any summer potluck or BBQ party!,15 mins,,15 mins,10,"1 cup slivered almonds | 2 cloves garlic, minced | 1 teaspoon honey | 1 teaspoon Dijon mustard | ¼ cup raspberry vinegar | 2 tablespoons balsamic vinegar | 2 tablespoons brown sugar | 1 cup vegetable oil | 1 head romaine lettuce, torn | 1 pint fresh strawberries, sliced | 1 cup crumbled feta cheese",https://www.allrecipes.com/thmb/xyaPtj-nj0ewzIKQRZi1JJl3CvU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/62686-strawberry-and-feta-salad-VAT-002-4x3-3016b587db134ac1ae2aa225cec636e6.jpg,15.0,,15.0,0.0,,,,American
Clark's Quiche,4.7,"Clark's quiche is excellent served for breakfast with fruit, or at lunch or dinnertime with a salad. This recipe makes two 9-inch pies. The reason for this is because if you only make one you will hate yourself the next day when there are no leftovers. The quiche microwaves well the next day. In fact, most people say that the flavors have blended better on the second day... If in the strange case that you are filled up with one pie, this is a great gift to give a friend or relative, or if you are stingy...it freezes well with tin foil.",15 mins,1 hr,1 hr 25 mins,16,"8 ounces thick-sliced bacon | 1 (10 ounce) package frozen chopped spinach, thawed | 2 tablespoons olive oil | 1 onion, finely diced | 8 ounces fresh mushrooms, finely diced | 2 cups finely diced smoked ham | 1 (8 ounce) container sour cream | salt and ground black pepper to taste | 2 (9-inch) unbaked pie crusts | 8 ounces Monterey Jack cheese, shredded | 8 ounces Cheddar cheese, shredded | 4 ounces Parmesan cheese, grated | 8 eggs | 1 ½ cups half-and-half | 1 tablespoon dried parsley",,15.0,60.0,85.0,10.0,D,Short Wait,Wait time 1-30 min,Other
Russian Cabbage and Beet Salad,4.3,This salad is irresistible - colorful and delicious! You must keep it under a press overnight (or for 24 hours) and then in the fridge for best results. It tastes much better if you keep it in the fridge for a couple of days before eating.,10 mins,5 mins,8 hrs 15 mins,16,"4 pounds shredded cabbage | 2 carrots, peeled and grated | 1 beet, peeled and grated | 1 clove garlic, minced | 4 cups water | ½ cup white sugar | 2 tablespoons salt | ½ teaspoon ground black pepper | 1 cup white vinegar | ½ cup vegetable oil",https://www.allrecipes.com/thmb/yj5PrYV-lyugfVE2-hRapCfpP1w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5658742-06329252723041e9b832a88bce192b55.jpg,10.0,5.0,495.0,480.0,E,Long Wait,Wait time > 30 min,Other
Sweet and Salty Granola,4.5,"A great granola recipe that's a perfect addition to cereal, yogurt, fruit or even just to enjoy plain.",10 mins,45 mins,1 hr,16,¾ cup brown sugar | ¼ cup water | 3 cups rolled oats | ½ teaspoon salt | 1 cup chopped walnuts | 2 teaspoons ground cinnamon | 1 tablespoon honey | 2 teaspoons vanilla extract,https://www.allrecipes.com/thmb/fhrL7Te3J_VxrRdX0_8zDSY28JY=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/201510sweet-and-salty-granolaTammyLynn4x3-913f6ee27ddf4785a7cbc5f91b4a5e9d.jpg,10.0,45.0,60.0,5.0,D,Short Wait,Wait time 1-30 min,American
Pesto Pasta with Chicken,4.5,"This chicken pesto pasta is easy and delicious. Serve with crusty bread and salad for a quick dinner. Use as much or as little pesto sauce as you like. Using homemade pesto will taste even better, but it adds to prep time. Enjoy!",10 mins,20 mins,30 mins,8,"1 (16 ounce) package bow tie pasta | 1 teaspoon olive oil | 2 cloves garlic, minced | 2 skinless, boneless chicken breasts, cut into bite-sized pieces | 1 pinch crushed red pepper flakes, or to taste | ½ cup pesto sauce | ⅓ cup oil-packed sun-dried tomatoes, drained and cut into strips",,10.0,20.0,30.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Italian
Easy Vegetable Pot Pie,4.6,This pie takes only a few minutes of preparation time. The filling is made using a can of cream soup and a can of mixed vegetables mixed with a little thyme. The kids are sure to love this savory pastry.,5 mins,40 mins,45 mins,6,"1 (10.75 ounce) can condensed cream of potato soup | 1 (15 ounce) can mixed vegetables, drained | ½ cup milk | ½ teaspoon dried thyme | ½ teaspoon ground black pepper | 2 (9 inch) frozen prepared pie crusts, thawed | 1 egg, lightly beaten",,5.0,40.0,45.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Rotisserie Chicken Pot Pie,4.9,An easy and delicious chicken pot pie recipe. A great way for kids to get their vegetables. Using a rotisserie chicken adds to both the flavor and convenience.,20 mins,40 mins,1 hr,8,"2 refrigerated unbaked 9-inch pie crusts | 1 whole rotisserie chicken | ⅓ cup butter | ⅓ cup chopped onion | ⅓ cup all-purpose flour | salt and ground black pepper to taste | 1 ¾ cups chicken broth | ½ cup milk | 1 (16 ounce) bag frozen mixed vegetables, thawed",https://www.allrecipes.com/thmb/rcVnsGbUHskifAKpyHnv7j9BzNw=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7799865-c3f60e8f234b47949d5ce7352625ad1c.jpg,20.0,40.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Seven Grain Bread II,4.7,A delicious and wholesome bread. I buy the 7-grain cereal in the bulk section of the supermarket.,10 mins,1 hr 30 mins,3 hrs,8,1 ⅓ cups warm water (110 degrees F/45 degrees C) | 1 tablespoon active dry yeast | 3 tablespoons dry milk powder | 2 tablespoons vegetable oil | 2 tablespoons honey | 2 teaspoons salt | 1 egg | 1 cup whole wheat flour | 2 ½ cups bread flour | ¾ cup 7-grain cereal,https://www.allrecipes.com/thmb/pCXz4xcYzR0K0wFfnr5B7dvbFcc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/60910-f7d35d97d3f4452ab44e55b94ef80434.jpg,10.0,90.0,180.0,80.0,E,Long Wait,Wait time > 30 min,American
Curried Butternut Squash and Pear Soup,4.7,My family loves this creamy and satisfying soup with the comforting flavors of butternut squash and curry. Serve topped with frizzled onions.,15 mins,1 hr 30 mins,1 hr 45 mins,8,"1 (2 pound) butternut squash | 3 tablespoons unsalted butter | 1 onion, diced | 2 cloves garlic, minced | 2 teaspoons minced fresh ginger root | 1 tablespoon curry powder | 1 teaspoon salt | 4 cups reduced sodium chicken broth | 2 firm ripe Bartlett pears, peeled, cored, and cut into 1 inch dice | ½ cup half and half",https://www.allrecipes.com/thmb/Om6BlT0lY4pGLJ053IvjCLQtFgc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5398264-f06d1fa3da3642a0a88562c9e8bb39b0.jpg,15.0,90.0,105.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",American
Tomatillo Salsa Verde,4.6,"This tomatillo salsa has a fabulous fresh flavor. Use it as a dip or green sauce for topping Mexican tacos, nachos, enchiladas, or any dish that needs a little extra zip!",10 mins,15 mins,25 mins,8,"1 pound tomatillos, husked | ½ cup finely chopped onion | 1 serrano chile pepper, minced | 1 teaspoon minced garlic | 2 tablespoons chopped cilantro | 1 tablespoon chopped fresh oregano | 1 ½ teaspoons salt, or to taste | ½ teaspoon ground cumin | 2 cups water",,10.0,15.0,25.0,0.0,A,"Quick, No-Wait","Total time ≤ 30 min, no wait",Mexican
Roasted Oranges with Thyme,,"Served as a side dish or an appetizer, this sweet-savory combination of roasted oranges and thyme is intriguing.",10 mins,30 mins,40 mins,4,"2 large unpeeled navel oranges, each cut into 4 wedges | ¼ cup honey | 1 tablespoon olive oil | 3 sprigs fresh thyme, leaves removed | ¼ teaspoon Sriracha sauce, or more to taste | coarse sea salt to taste",https://www.allrecipes.com/thmb/bfq3t_vIUssebxHcZW3Xy6_7YS4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6901019-0d537aede63342f3b43a2741e2ca4cad.jpg,10.0,30.0,40.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
Pineapple Baked Rice (Main Course for Chinese New Year),,"Pineapple baked rice uses a pineapple skin as a bowl, stuffing it with fried rice. After you bake it for 15 minutes, the pineapple flavor will go into the rice and your whole house will be filled with pineapple aroma! This is great for kids. It has vegetables and a light, sweet taste
. You may add cheese on top of the rice if you like. I personally don't like to add cheese, I want to keep the dish simple and original. I serve it as a main course for Chinese New Year.",15 mins,50 mins,1 hr 5 mins,4,"1 cup Thai jasmine rice | ¾ cup water | 1 pineapple | ¼ cup vegetable oil, divided | 2 eggs, beaten | 1 link Chinese sausage, thinly sliced | ¼ cup finely chopped carrot | ¼ cup finely chopped onion | ¼ cup green peas | ¼ cup corn",https://www.allrecipes.com/thmb/_U2bdtakX64mRYXSWFFAMQAslts=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/347791-d8907e5f51684617ae3cb03dfefd1baa.jpg,15.0,50.0,65.0,0.0,C,"Long, No-Wait","Total time > 60 min, no wait",Chinese
Peruvian Chicha Morada Drink,4.7,"Sweet, cool, purple fruit juice made from purple corn! Indigenous to the Inca Natives of Peru in South America, it has a yummy, refreshing flavor. It's definitely worth the time it takes to prepare it! You'll get rave reviews from friends who try it.",10 mins,50 mins,5 hrs,10,"1 gallon water | 1 (15 ounce) package dried purple corn (maiz morado) | 2 cinnamon sticks | 1 tablespoon whole cloves | 5 large lemons, juiced | 1 ½ cups brown sugar | ½ cup fresh pineapple, chopped | ½ apple, chopped",https://www.allrecipes.com/thmb/fWWplnX7Y6HTN3fTEdCWtgHLVFs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/258060-813952edf9774026aa163960c3231ced.jpg,10.0,50.0,300.0,240.0,E,Long Wait,Wait time > 30 min,Other
Homemade Cavatelli Pasta,5.0,"Cavatelli noodles are a typical Southern Italian pasta made out of just durum wheat semolina flour, water, and salt. The starch contained in the durum gives this pasta its distinctive and firm texture, perfect to go with a simple tomato sauce or with a rich Bolognese. Make sure to use very fine semolina (called durum or semola rimacinata) or the dough will be too stiff.",40 mins,,1 hr 40 mins,4,"2 ¼ cups durum wheat semolina flour (such as Bob's Red Mill®) | 1 pinch salt | 1 cup water, or as needed, at room temperature",https://www.allrecipes.com/thmb/nrYve15Z3YNmoxaEQRJoqeMLzBU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8266263-939e115526744a0a9e7981e2de5735ec.jpg,40.0,,100.0,60.0,,,,Italian
Chicken and Pasta Casserole with Mixed Vegetables,4.3,This chicken pasta casserole recipe is something I dreamt up on my way home from work one night to use the ingredients I had on hand. It's great comfort food for chilly winter evenings!,15 mins,45 mins,1 hr,6,"1 cup dry fusilli pasta | 3 tablespoons olive oil | 6 chicken tenderloins, cut into chunks | 1 tablespoon dried minced onion | 1 tablespoon dried basil | 1 tablespoon dried parsley | garlic powder to taste | salt and pepper to taste | 1 (10.5 ounce) can condensed cream of chicken soup | 1 (10.5 ounce) can condensed cream of mushroom soup | 2 cups frozen mixed vegetables | 1 cup dry bread crumbs | 2 tablespoons grated Parmesan cheese | 2 tablespoons butter, melted",,15.0,45.0,60.0,0.0,B,"Medium, No-Wait","30 < total ≤ 60 min, no wait",American
